,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,split
421, 2 Series,2019,21500,Semi-Auto,2070,Petrol,145,40.9,1.5,0.7191435471913813
422, 3 Series,2016,19500,Semi-Auto,49104,Diesel,160,51.4,3.0,-0.592485540689635
423, 1 Series,2016,19000,Semi-Auto,42792,Petrol,200,39.8,3.0,-0.07711372658752362
424, 2 Series,2019,30000,Semi-Auto,5555,Petrol,145,38.2,3.0,0.8253725197755857
426, 3 Series,2016,22500,Semi-Auto,16890,Diesel,160,51.4,3.0,-0.8229455856254071
427, 2 Series,2020,36000,Semi-Auto,5550,Petrol,145,36.2,2.0,-1.1291998210791814
428, 3 Series,2018,25000,Semi-Auto,23555,Diesel,145,49.6,3.0,0.7079820264320769
430, X1,2017,16998,Semi-Auto,46622,Diesel,125,57.6,2.0,0.4935914451513742
431, 3 Series,2016,13298,Semi-Auto,46392,Diesel,0,74.3,2.0,-0.20514280904079668
432, 3 Series,2013,12298,Semi-Auto,73845,Diesel,145,54.3,3.0,0.2907635335372651
433, 5 Series,2018,23998,Semi-Auto,14052,Diesel,145,62.8,2.0,0.8330618096087826
434, 3 Series,2019,26498,Semi-Auto,21165,Diesel,145,48.7,2.0,1.724306071192835
436, 3 Series,2019,23298,Semi-Auto,11974,Diesel,145,54.3,2.0,-0.049287779522173
437, 1 Series,2015,13500,Manual,31652,Diesel,30,62.8,2.0,0.17598689628107916
438, 2 Series,2018,17500,Automatic,6079,Diesel,145,51.4,2.0,0.5968696783543267
439, 1 Series,2019,16600,Manual,7000,Diesel,145,68.9,2.0,1.2923386554640037
440, 2 Series,2016,16450,Semi-Auto,10250,Diesel,30,62.8,2.0,-1.1028400598941759
441, X5,2019,49000,Semi-Auto,4860,Diesel,145,37.7,3.0,-1.2146391503406961
442, X1,2019,25500,Automatic,2984,Diesel,145,60.1,2.0,0.06774219076296455
443, 3 Series,2016,14000,Manual,30679,Diesel,125,62.8,2.0,1.1253255840326681
444, 6 Series,2017,27500,Semi-Auto,21083,Diesel,145,51.4,3.0,-1.0302400345486196
445, 1 Series,2017,13500,Manual,16423,Diesel,150,72.4,1.5,0.19454223563588052
446, 4 Series,2019,25000,Manual,4000,Diesel,150,55.4,2.0,-1.1029326736525753
448, 5 Series,2017,30000,Semi-Auto,9750,Diesel,150,56.5,3.0,1.1490234590321824
449, 5 Series,2017,21900,Semi-Auto,38649,Diesel,145,65.7,2.0,0.8108485728723884
450, 3 Series,2019,34900,Semi-Auto,4600,Diesel,145,49.6,2.0,0.10365557377715491
451, 1 Series,2019,22700,Semi-Auto,14822,Diesel,145,60.1,2.0,-0.05186403468058166
452, X2,2018,23900,Semi-Auto,12887,Diesel,145,61.4,2.0,-1.1941050264072757
454, X5,2019,46600,Semi-Auto,9584,Diesel,145,37.7,3.0,-1.3245380494058825
455, 4 Series,2019,26800,Semi-Auto,7667,Diesel,145,58.9,2.0,0.3553082130657516
456, 1 Series,2015,16450,Semi-Auto,25499,Diesel,125,60.1,2.0,0.6265103148570587
457, X1,2019,25000,Manual,3715,Diesel,145,68.9,2.0,-1.4252328385769693
459, 3 Series,2019,32000,Automatic,5557,Diesel,145,49.6,2.0,0.9948221214670137
460, 2 Series,2019,21000,Semi-Auto,2380,Petrol,145,40.9,1.5,0.7448576861056054
462, 2 Series,2019,21000,Manual,1251,Petrol,145,42.8,1.5,-0.5829973401041875
466, 2 Series,2019,20500,Automatic,6679,Petrol,145,47.9,2.0,-1.5033684712628939
469, 4 Series,2018,20990,Semi-Auto,26706,Diesel,150,58.9,2.0,-0.34261019174524504
470, X3,2016,18990,Semi-Auto,12996,Diesel,150,54.3,2.0,0.6563411482773347
472, 2 Series,2019,23500,Semi-Auto,2164,Diesel,145,49.6,2.0,-0.39267690895318896
473, M4,2020,48000,Semi-Auto,30,Petrol,145,34.0,3.0,-0.6786030234670968
474, 5 Series,2019,29500,Automatic,3388,Diesel,145,60.1,3.0,1.9728827784025365
475, 2 Series,2015,12000,Manual,28410,Petrol,30,57.6,1.5,1.1185676592245641
476, 2 Series,2019,24000,Automatic,477,Petrol,145,47.9,2.0,-0.7107136535238705
477, 5 Series,2019,30000,Automatic,10654,Diesel,145,60.1,2.0,0.7574517296367673
478, X2,2019,29000,Automatic,2472,Diesel,145,48.7,2.0,-1.3934764004778648
479, 4 Series,2019,25450,Semi-Auto,1000,Diesel,150,60.1,2.0,-0.5730050852397237
480, X2,2018,24490,Semi-Auto,7100,Diesel,150,61.4,2.0,0.2985599923263216
483, 5 Series,2017,21900,Semi-Auto,23291,Diesel,145,65.7,2.0,-1.153434638263495
484, X1,2018,21500,Semi-Auto,12710,Petrol,145,44.8,2.0,-0.4581289216157378
486, X5,2018,34756,Automatic,20630,Diesel,145,47.1,3.0,-1.1829982818338831
488, X1,2016,18998,Semi-Auto,24347,Diesel,150,55.4,2.0,-1.781876033740595
489, 1 Series,2019,22000,Manual,2574,Petrol,145,44.1,1.5,0.08678783078889096
490, 1 Series,2019,21000,Manual,1906,Petrol,145,44.1,1.5,-1.8421315796028381
492, X5,2014,25000,Automatic,38389,Diesel,200,47.1,3.0,0.615534827153672
493, 5 Series,2018,23500,Semi-Auto,23650,Diesel,145,53.3,3.0,0.6434717081040532
495, 3 Series,2013,15000,Semi-Auto,21940,Diesel,125,58.9,2.0,-0.4138571205751445
496, X4,2020,43000,Semi-Auto,857,Diesel,145,40.9,3.0,-1.2558193045066666
497, 3 Series,2018,17998,Semi-Auto,19950,Diesel,145,65.7,2.0,0.26756884702626255
498, 1 Series,2016,15498,Semi-Auto,15621,Diesel,30,65.7,2.0,-2.6454264447742757
499, 1 Series,2019,29398,Semi-Auto,9983,Petrol,145,39.8,3.0,-0.6223971236226981
500, 3 Series,2013,10420,Manual,53352,Petrol,200,43.5,2.0,0.31647995168160536
501, 2 Series,2016,17998,Semi-Auto,28099,Diesel,145,55.4,2.0,0.3193247115401007
505, 5 Series,2019,26498,Semi-Auto,16466,Diesel,145,60.1,2.0,-0.002776828557788339
507, X1,2016,15998,Manual,45484,Diesel,125,58.9,2.0,0.7098095365425223
508, 3 Series,2019,27998,Semi-Auto,9624,Diesel,150,52.3,2.0,2.0404353713263768
509, 1 Series,2016,14998,Manual,23879,Diesel,30,62.8,2.0,0.2280674401698924
510, X1,2017,19998,Semi-Auto,17922,Diesel,145,55.4,2.0,-0.46119649521133216
511, 1 Series,2015,13998,Semi-Auto,38279,Diesel,125,60.1,2.0,-0.24508983871333173
512, 3 Series,2015,11998,Manual,40325,Petrol,125,52.3,1.5,-1.8469589785164704
515, 3 Series,2017,21498,Semi-Auto,13102,Diesel,145,51.4,3.0,-0.7661109985532361
516, 3 Series,2016,11998,Manual,49669,Diesel,30,67.3,2.0,1.0117424406403577
517, 3 Series,2017,20498,Semi-Auto,7926,Diesel,145,56.5,3.0,1.4380158831567107
518, 3 Series,2017,18298,Semi-Auto,33384,Hybrid,0,134.5,2.0,1.4273216737320833
519, 3 Series,2016,13998,Semi-Auto,38417,Diesel,30,67.3,2.0,1.4124712163175448
521, 3 Series,2019,26498,Semi-Auto,13579,Diesel,145,48.7,2.0,0.1422829753814791
522, 3 Series,2013,10998,Semi-Auto,74712,Petrol,205,42.8,2.0,0.42536332653563774
524, 3 Series,2013,10998,Manual,44602,Diesel,30,61.4,2.0,0.6030756246563959
525, X5,2013,16498,Automatic,56003,Diesel,300,38.2,3.0,-0.8250302753844273
527, 1 Series,2019,21998,Semi-Auto,4061,Petrol,145,54.3,1.5,0.25423325004632846
528, 2 Series,2017,17998,Semi-Auto,27997,Diesel,145,57.6,2.0,0.8367753821072595
529, 1 Series,2013,7998,Manual,74772,Diesel,30,65.7,2.0,-1.0963366429953674
530, X5,2019,45995,Semi-Auto,16644,Diesel,150,37.7,3.0,0.352324173024356
531, X1,2016,19498,Semi-Auto,19850,Diesel,145,55.4,2.0,-0.6436872180191168
532, 4 Series,2018,21498,Semi-Auto,8441,Petrol,150,48.7,2.0,-1.474426850966312
536, 1 Series,2014,16998,Semi-Auto,30954,Petrol,235,37.7,3.0,-2.0281406949376684
538, 1 Series,2018,17498,Manual,10374,Diesel,145,49.6,2.0,-0.39082914213773084
539, 1 Series,2016,14498,Manual,24382,Diesel,20,70.6,1.5,-0.11486362089806022
540, 3 Series,2017,18998,Semi-Auto,28332,Hybrid,0,134.5,2.0,-1.0560076595589771
541, 3 Series,2019,20498,Semi-Auto,6160,Petrol,150,44.8,2.0,-0.18236332730140983
542, 3 Series,2019,23298,Semi-Auto,11326,Diesel,145,54.3,2.0,-2.165737636409618
545, 3 Series,2016,11298,Manual,64308,Diesel,20,68.9,2.0,-0.9952771510404038
547, 3 Series,2017,19498,Semi-Auto,56785,Diesel,145,51.4,3.0,-0.42933487773532947
549, X3,2014,15795,Semi-Auto,63000,Diesel,145,54.3,2.0,-0.8995292723927882
550, 3 Series,2015,13995,Semi-Auto,46316,Petrol,160,46.3,2.0,-2.727360109215059
551, X1,2017,17998,Semi-Auto,33534,Diesel,150,55.4,2.0,1.0974509526294234
552, 3 Series,2016,16295,Manual,16604,Diesel,30,64.2,2.0,0.6718820100581365
553, 3 Series,2017,17695,Semi-Auto,24909,Diesel,145,62.8,2.0,1.28012491291832
554, 1 Series,2018,16998,Manual,19154,Diesel,150,49.6,2.0,-1.034738290088122
555, 2 Series,2020,30000,Semi-Auto,914,Petrol,145,42.2,1.5,0.054042091280090694
557, X3,2013,14000,Semi-Auto,47111,Diesel,160,50.4,2.0,0.3253784263002104
558, X3,2016,21000,Semi-Auto,24002,Diesel,145,54.3,2.0,0.14981912227389968
559, 1 Series,2020,22000,Manual,2000,Petrol,145,44.1,1.5,0.6945855717077593
560, 1 Series,2014,15000,Semi-Auto,38689,Petrol,235,37.7,3.0,-0.3777382161492958
561, X4,2020,45500,Semi-Auto,1608,Petrol,145,26.9,3.0,-0.6320346980918651
563, 4 Series,2017,19498,Semi-Auto,28912,Diesel,145,65.7,2.0,-1.482223848030633
564, 5 Series,2017,20998,Semi-Auto,21068,Diesel,145,62.8,2.0,-0.5629556015483165
565, 3 Series,2017,17998,Semi-Auto,34118,Diesel,150,60.1,2.0,0.5765789922891328
567, 4 Series,2017,17410,Automatic,37842,Diesel,145,65.7,2.0,1.1613991417293907
568, 2 Series,2016,18498,Semi-Auto,18245,Diesel,145,55.4,2.0,0.45799134347392856
569, 3 Series,2018,22998,Semi-Auto,16360,Diesel,145,57.7,2.0,0.6502784066259819
571, 4 Series,2016,14998,Manual,24711,Petrol,160,46.3,2.0,1.9539896750306065
575, 3 Series,2019,27298,Semi-Auto,8319,Diesel,145,48.7,2.0,-0.8782205240148804
576, 3 Series,2019,26498,Semi-Auto,18526,Diesel,145,48.7,2.0,-1.8912891568713834
577, X5,2016,24998,Automatic,83269,Diesel,200,47.1,3.0,-0.20688849473124335
578, 1 Series,2019,14698,Manual,14847,Diesel,150,72.4,1.5,0.0035317449341068707
579, X1,2017,17998,Automatic,33358,Diesel,125,60.1,2.0,-0.2636068226414485
580, 1 Series,2018,17498,Semi-Auto,17063,Petrol,145,36.7,2.0,1.0211933002707076
581, 1 Series,2013,8998,Manual,34750,Diesel,30,65.7,2.0,0.7365487593880718
582, X5,2014,27995,Automatic,43946,Diesel,265,42.2,3.0,-0.8840548712149205
583, X1,2016,19998,Semi-Auto,21621,Diesel,145,55.4,2.0,-1.1821200123709645
584, 5 Series,2018,27498,Semi-Auto,13197,Hybrid,140,156.9,2.0,1.821680059876719
585, 3 Series,2015,12498,Semi-Auto,87795,Diesel,125,60.1,2.0,-0.08227810042671825
586, 1 Series,2016,13998,Semi-Auto,50525,Diesel,30,65.7,2.0,-0.751442514203417
587, 1 Series,2016,13498,Semi-Auto,42001,Diesel,20,68.9,1.5,0.2612488609467329
588, 1 Series,2014,11998,Manual,20990,Diesel,30,64.2,2.0,0.9870197678500451
591, X1,2016,17698,Manual,29018,Diesel,125,58.9,2.0,-0.06401938913498977
592, 3 Series,2013,9998,Semi-Auto,46121,Diesel,30,62.8,2.0,1.0701596424848219
593, 4 Series,2017,19498,Semi-Auto,16463,Diesel,145,65.7,2.0,-0.6707829061697245
595, 5 Series,2018,24498,Semi-Auto,15032,Diesel,145,68.9,2.0,0.33652431971144625
596, X1,2016,18498,Semi-Auto,28813,Diesel,145,55.4,2.0,-1.4007183857564507
597, 3 Series,2019,22998,Semi-Auto,6394,Diesel,150,54.3,2.0,2.1245427568703947
598, X5,2019,58898,Semi-Auto,100,Diesel,150,37.7,3.0,-2.220252203832477
599, 3 Series,2017,20998,Semi-Auto,14997,Diesel,145,51.4,3.0,0.23261261695956975
600, 2 Series,2016,15498,Semi-Auto,14313,Petrol,125,51.4,1.5,-1.7557937128980465
601, 5 Series,2014,9998,Semi-Auto,82681,Diesel,30,62.8,2.0,0.0656841210457368
602, 1 Series,2017,12498,Manual,37919,Diesel,20,72.4,1.5,0.46125577571720106
603, 1 Series,2016,12498,Manual,38276,Diesel,20,70.6,1.5,-0.442879470832265
606, 2 Series,2017,16498,Semi-Auto,25405,Diesel,150,64.2,2.0,-0.4718545078258565
607, 1 Series,2017,21498,Semi-Auto,23699,Petrol,200,39.8,3.0,-0.8714863425411673
608, 3 Series,2019,21998,Semi-Auto,7237,Diesel,145,60.1,2.0,-0.49853260311596453
609, 3 Series,2019,26998,Semi-Auto,15002,Diesel,145,48.7,2.0,-0.17623227679414724
610, 5 Series,2018,25998,Semi-Auto,19479,Diesel,145,46.3,2.0,-2.501975921156195
612, 1 Series,2019,17498,Automatic,10565,Diesel,145,72.4,1.5,0.5010152916215569
613, 3 Series,2018,20998,Semi-Auto,28180,Petrol,145,48.7,2.0,-0.1176387373159345
614, 1 Series,2017,15498,Semi-Auto,40228,Diesel,125,60.1,2.0,0.07833705632547126
615, 5 Series,2015,11450,Manual,60529,Diesel,30,65.7,2.0,0.25195405025202666
616, X6,2016,30998,Semi-Auto,26782,Diesel,200,44.8,3.0,-0.3826368163688123
617, X2,2019,21998,Manual,5687,Petrol,150,41.5,1.5,0.3441715792663556
618, 6 Series,2015,17498,Semi-Auto,51412,Diesel,160,49.6,3.0,2.082665707846643
619, 3 Series,2016,18998,Semi-Auto,28762,Diesel,160,51.4,3.0,0.5523040015569416
620, 1 Series,2016,14998,Automatic,30300,Diesel,30,65.7,2.0,-0.46200674861382685
621, i3,2017,19998,Automatic,41949,Hybrid,140,470.8,0.0,0.5139838102890643
622, 3 Series,2017,15998,Semi-Auto,16943,Petrol,150,51.4,2.0,-0.8723601757270952
623, 3 Series,2017,14998,Manual,13309,Petrol,150,48.7,2.0,0.6836013500324827
624, 3 Series,2019,26498,Semi-Auto,7098,Petrol,150,41.5,2.0,0.37624593095898545
625, 4 Series,2019,31898,Semi-Auto,4125,Diesel,145,50.4,3.0,1.943696112981097
627, 2 Series,2016,19999,Semi-Auto,29139,Petrol,205,39.8,3.0,0.04715909567112236
628, 3 Series,2016,17998,Semi-Auto,44888,Diesel,160,51.4,3.0,-1.0622325817644507
629, 3 Series,2016,18998,Semi-Auto,19125,Diesel,150,53.3,3.0,0.3314661103834028
631, 2 Series,2015,9698,Manual,60891,Diesel,20,68.9,2.0,2.48981860924979
632, 2 Series,2018,18498,Semi-Auto,7202,Petrol,145,38.2,2.0,-0.061705605617087544
635, X1,2017,19862,Semi-Auto,11000,Diesel,150,55.4,2.0,0.38567955623159406
636, X7,2019,68898,Automatic,5203,Petrol,145,24.8,3.0,-1.8225444705183687
637, 5 Series,2016,19998,Semi-Auto,16555,Diesel,160,51.4,2.0,0.20523064922472004
638, 3 Series,2017,22998,Semi-Auto,19505,Diesel,145,51.4,3.0,0.8723782373720179
639, X3,2019,35998,Semi-Auto,2451,Diesel,145,54.3,2.0,-0.3831547733349042
640, 7 Series,2019,48898,Semi-Auto,17501,Diesel,145,41.5,3.0,-0.718303379225702
643, 1 Series,2019,21898,Manual,4100,Petrol,150,41.5,1.5,-1.1953649848190169
645, 1 Series,2015,16314,Manual,17846,Petrol,300,35.3,3.0,-0.6070714707574304
646, 3 Series,2019,29998,Semi-Auto,10171,Petrol,145,41.5,2.0,0.9713538642452103
647, 5 Series,2017,25498,Semi-Auto,20279,Hybrid,135,156.9,2.0,-0.8192085743026647
649, 3 Series,2019,27498,Semi-Auto,14793,Diesel,145,48.7,2.0,-0.34924799711055476
651, 3 Series,2017,21898,Semi-Auto,10305,Diesel,145,56.5,3.0,0.3594334429389884
652, 1 Series,2016,12498,Manual,22103,Diesel,20,72.4,1.5,-0.5545546952189739
653, 3 Series,2016,16998,Semi-Auto,44600,Diesel,145,56.5,3.0,-0.512679801427778
654, X1,2017,21498,Semi-Auto,19682,Petrol,160,44.8,2.0,-0.7265410657950463
655, 1 Series,2017,13998,Manual,33094,Diesel,20,72.4,1.5,-0.19873062208020445
657, 3 Series,2016,12950,Semi-Auto,44635,Diesel,0,74.3,2.0,-0.3442399198672884
659, 3 Series,2014,11470,Semi-Auto,49500,Diesel,30,62.8,2.0,-0.08686624977200302
661, 3 Series,2016,19298,Semi-Auto,32382,Diesel,200,49.6,3.0,0.21691642652449555
662, 4 Series,2019,21998,Semi-Auto,16616,Diesel,145,65.7,2.0,1.4396737460734605
663, 3 Series,2016,18998,Automatic,24709,Diesel,145,53.3,3.0,0.8404355514429189
664, 4 Series,2016,18498,Semi-Auto,36435,Diesel,165,52.3,3.0,-1.3141940979465017
665, 3 Series,2016,13798,Semi-Auto,34860,Petrol,125,54.3,1.5,-0.9050417852310718
666, 5 Series,2016,17998,Automatic,28695,Diesel,145,53.3,3.0,0.43373878810001554
667, X1,2016,19998,Automatic,13085,Diesel,145,55.4,2.0,0.2470790294818499
668, 3 Series,2018,19998,Semi-Auto,16159,Petrol,145,48.7,2.0,-0.451679168803619
669, 4 Series,2017,17998,Automatic,43111,Diesel,145,65.7,2.0,1.263440174475164
670, 4 Series,2017,21998,Automatic,13941,Petrol,145,48.7,2.0,-0.9850078993161915
671, 4 Series,2017,19998,Semi-Auto,13273,Diesel,145,65.7,2.0,-0.7503404995074434
674, 5 Series,2018,28998,Semi-Auto,26471,Petrol,150,39.2,3.0,0.9541303375517691
675, 5 Series,2019,27898,Semi-Auto,11871,Diesel,150,62.8,2.0,0.7227836788360504
679, 3 Series,2019,21998,Semi-Auto,11300,Diesel,150,55.4,2.0,-1.5148952014899426
680, 4 Series,2018,20998,Semi-Auto,23358,Diesel,145,65.7,2.0,0.2863647790477031
682, 4 Series,2018,21998,Semi-Auto,15600,Diesel,145,65.7,2.0,0.13304321572808478
683, 3 Series,2018,16291,Semi-Auto,25329,Petrol,145,51.4,1.5,-1.5839321650526106
684, 3 Series,2014,11891,Semi-Auto,54335,Diesel,30,62.8,2.0,0.8207082102091282
685, 1 Series,2015,10991,Semi-Auto,45000,Diesel,20,72.4,1.5,0.48799629654454024
687, 4 Series,2017,19998,Semi-Auto,8333,Petrol,145,48.7,2.0,-0.08997302422329524
690, 3 Series,2016,16747,Semi-Auto,25513,Diesel,145,56.5,3.0,0.1250705150504363
691, 3 Series,2017,19047,Automatic,16844,Diesel,145,56.5,3.0,-0.8441805248585783
693, 5 Series,2016,13991,Semi-Auto,44002,Diesel,20,68.9,2.0,0.8690514404941438
694, 1 Series,2016,14991,Manual,7000,Diesel,30,65.7,2.0,0.06923593301055783
695, 1 Series,2016,13491,Manual,24000,Diesel,30,65.7,2.0,-0.189933974803435
696, 1 Series,2017,12491,Manual,19167,Diesel,20,68.9,2.0,0.13273168045060718
697, 2 Series,2015,11679,Manual,46200,Petrol,30,54.3,1.5,0.5879130412805813
699, 2 Series,2017,15750,Semi-Auto,18652,Diesel,145,65.7,2.0,0.15247489645345358
700, 1 Series,2016,13895,Semi-Auto,31453,Diesel,20,67.3,2.0,0.06640888976336563
701, 1 Series,2018,13295,Manual,18712,Diesel,145,50.4,2.0,0.026123591958552555
704, 2 Series,2018,16998,Manual,5898,Petrol,145,42.2,1.5,0.32920372639681483
707, 3 Series,2017,18995,Semi-Auto,23505,Diesel,145,64.2,2.0,-0.0536932292794058
708, 2 Series,2014,11999,Manual,31289,Diesel,30,62.8,2.0,-0.7478411796508353
709, 2 Series,2014,11999,Manual,31289,Diesel,30,62.8,2.0,-1.2145391460792803
711, X1,2017,18998,Semi-Auto,32217,Diesel,145,55.4,2.0,2.095541954847502
712, 3 Series,2014,12998,Manual,31826,Diesel,125,57.6,2.0,0.14830955944453678
713, X4,2016,20998,Semi-Auto,62862,Diesel,205,47.9,3.0,0.6968339456406422
715, 5 Series,2018,25998,Semi-Auto,30810,Diesel,150,60.1,3.0,0.9777563525154561
716, 1 Series,2019,19498,Semi-Auto,9739,Diesel,145,67.3,2.0,-0.39178670192224224
717, X1,2017,18998,Semi-Auto,28686,Diesel,125,57.6,2.0,-0.43297219514813645
718, 2 Series,2018,14998,Manual,20001,Petrol,150,50.4,1.5,1.3253250939946581
720, 3 Series,2019,29998,Semi-Auto,8765,Petrol,145,41.5,2.0,2.2540054031847045
722, M4,2019,44898,Semi-Auto,8124,Petrol,145,34.0,3.0,1.7621773458845846
723, X5,2016,32998,Automatic,12525,Diesel,200,47.1,3.0,-0.5668684383496729
725, 2 Series,2018,17998,Semi-Auto,5877,Petrol,145,40.9,1.5,1.8770032800203507
726, 3 Series,2019,25898,Semi-Auto,11917,Diesel,150,52.3,2.0,-0.659456294773449
727, 3 Series,2019,28898,Semi-Auto,1250,Petrol,145,42.2,2.0,1.320814266433744
728, 3 Series,2017,19898,Semi-Auto,40238,Diesel,145,53.3,3.0,-0.4078114243206984
730, 1 Series,2017,17498,Semi-Auto,17640,Diesel,145,65.7,2.0,1.7574007275935448
732, 3 Series,2017,17998,Semi-Auto,32000,Diesel,145,62.8,2.0,1.8441571828218788
733, 7 Series,2018,25998,Semi-Auto,22892,Petrol,145,41.5,3.0,0.6817014487555031
734, 8 Series,2019,67898,Semi-Auto,7903,Diesel,145,38.2,3.0,-1.1454274593593965
735, 1 Series,2017,20498,Semi-Auto,16875,Petrol,145,39.8,3.0,-0.00484716888842833
737, 1 Series,2018,15498,Manual,5953,Petrol,150,53.3,1.5,-1.102115005588141
738, 1 Series,2017,13698,Semi-Auto,12102,Diesel,0,78.5,1.5,-0.6751740420358776
740, 6 Series,2016,22798,Semi-Auto,19366,Petrol,260,36.7,3.0,-0.0685740847016214
741, M4,2018,36498,Semi-Auto,7732,Petrol,145,34.0,3.0,1.1077339070974201
742, X1,2017,19498,Semi-Auto,18798,Diesel,145,55.4,2.0,-1.8309739535322145
743, 2 Series,2017,15998,Semi-Auto,30330,Diesel,145,64.2,2.0,0.4693692535131745
744, 4 Series,2018,19498,Semi-Auto,27198,Diesel,145,65.7,2.0,-0.6062394055985445
745, 1 Series,2017,14498,Manual,28831,Diesel,145,65.7,2.0,-1.1859674610821571
746, X1,2014,9998,Semi-Auto,68647,Diesel,160,52.3,2.0,-0.21744350150433242
747, 1 Series,2017,20250,Semi-Auto,20336,Petrol,200,39.8,3.0,0.40892180284082047
748, 6 Series,2016,18737,Automatic,37868,Diesel,160,51.4,3.0,-0.9623215475857215
749, 3 Series,2017,20498,Automatic,17521,Diesel,145,53.3,3.0,1.2221738568585658
751, 1 Series,2014,9460,Manual,53872,Diesel,30,65.7,2.0,0.6206231125090587
752, 3 Series,2013,10850,Automatic,73271,Diesel,145,55.4,3.0,1.3249545725271359
753, X5,2015,23491,Automatic,43271,Diesel,205,47.9,2.0,0.5551947925731405
754, 2 Series,2018,16798,Manual,14534,Diesel,145,57.7,1.5,-0.13085247436781072
757, 1 Series,2015,11950,Semi-Auto,67500,Diesel,20,67.3,2.0,-0.1742760684928353
758, X4,2016,21995,Automatic,38900,Diesel,145,54.3,2.0,0.6248672972437146
764, 3 Series,2018,17498,Semi-Auto,16149,Petrol,145,51.4,1.5,-0.039953028282200556
765, M2,2019,48898,Semi-Auto,25,Petrol,145,29.1,3.0,-1.2675491570871649
766, 5 Series,2017,24498,Semi-Auto,20657,Diesel,145,60.1,2.0,0.38578071208537845
767, X1,2016,16998,Manual,13612,Diesel,125,60.1,2.0,0.6278515198482805
768, X5,2019,58898,Semi-Auto,10,Diesel,145,37.7,3.0,-0.9279873186965454
769, X4,2020,43898,Semi-Auto,2679,Petrol,145,26.9,3.0,-0.6535905176446387
771, X5,2019,49998,Semi-Auto,7101,Diesel,145,37.7,3.0,0.6373929877646184
774, M4,2019,45898,Semi-Auto,25,Petrol,145,34.0,3.0,1.5027066407625678
776, X1,2016,20998,Semi-Auto,26821,Petrol,160,44.8,2.0,0.466140130723879
777, 1 Series,2017,15498,Manual,19217,Petrol,150,52.3,1.5,-1.3714174559708883
778, i3,2017,19998,Automatic,41146,Hybrid,0,470.8,0.0,0.7645161540842368
779, 3 Series,2017,19998,Semi-Auto,24059,Diesel,150,53.3,3.0,-1.2736031696873409
780, i3,2017,21898,Automatic,10839,Hybrid,0,470.8,0.0,-0.7904015356556187
781, 3 Series,2019,26898,Semi-Auto,10707,Diesel,150,52.3,2.0,-0.4611855131229795
782, 3 Series,2019,23298,Semi-Auto,10785,Diesel,150,54.3,2.0,1.3860201480135055
783, 3 Series,2019,29998,Semi-Auto,10035,Petrol,145,41.5,2.0,-2.09496411459149
785, 2 Series,2019,23898,Automatic,6375,Diesel,145,61.4,2.0,0.36484688715426705
786, 4 Series,2019,30898,Semi-Auto,6123,Diesel,150,49.6,3.0,-0.09202265697854921
787, 6 Series,2014,17898,Semi-Auto,64215,Diesel,160,49.6,3.0,1.3353455240704082
790, 3 Series,2017,19898,Semi-Auto,30824,Hybrid,140,134.5,2.0,-0.4508826722273678
792, X1,2017,17900,Manual,34625,Diesel,150,60.1,2.0,-1.3093905263132035
794, 3 Series,2013,10200,Manual,56423,Petrol,200,40.4,2.0,0.6775044318594572
795, 5 Series,2017,21440,Semi-Auto,34779,Diesel,150,62.8,2.0,-0.07112491806079911
796, 5 Series,2016,18385,Semi-Auto,45356,Diesel,160,51.4,3.0,0.4184035253908158
797, 4 Series,2018,21840,Semi-Auto,10291,Diesel,150,65.7,2.0,0.008381457111455739
798, 3 Series,2015,16480,Semi-Auto,57377,Diesel,165,51.4,3.0,0.6422058276084868
799, 5 Series,2016,15485,Semi-Auto,50492,Diesel,30,62.8,2.0,0.4029313454552875
800, 5 Series,2019,26798,Semi-Auto,16128,Diesel,145,60.1,2.0,-0.08121432081580275
801, 3 Series,2019,32995,Manual,612,Diesel,145,54.3,2.0,1.6384689481199604
