revenue,outcalls,incalls,months,eqpdays,webcap,marryyes,travel,pcown,creditcd,retcalls,churndep
24.99,0,0,35,1055,0,0,0,0,0,0,1
61.71,0,0,14,275,1,0,0,0,0,1,1
30,9.67,2.67,41,1221,0,0,0,0,1,0,1
32.69,2.67,2.33,34,1040,0,0,0,0,0,0,1
33.98,3.33,0.33,39,1187,0,0,0,0,1,0,1
90.81,6.67,0,36,1092,0,1,0,1,1,0,1
34.99,34.67,11.67,41,1240,0,1,0,0,1,0,1
143.44,88.33,3,34,1023,0,0,0,0,1,0,1
40.72,3.67,0,39,1177,0,1,0,0,1,0,1
68.15,2,0.33,37,1127,0,0,0,0,1,0,1
32.24,3,0,40,1196,0,1,0,1,1,0,1
259.42,46,2,18,205,1,0,0,0,1,1,1
75.29,15.33,3,32,971,0,0,0,0,0,0,1
17.09,0,0,34,1045,0,0,0,0,0,0,1
33.24,17.67,0,39,1182,0,0,0,0,1,0,1
60.33,0,0,16,391,1,0,0,0,1,1,1
55.18,16.33,1.67,38,1150,0,1,0,0,1,0,1
126.63,19.67,7.33,9,268,1,1,1,1,1,1,1
185.09,63.33,33.67,33,340,0,0,0,0,1,1,1
64.47,12,1,6,182,1,0,0,0,0,1,1
5,0,0,35,1064,0,0,0,0,0,0,1
64.86,7,0,18,301,1,0,0,0,0,1,1
31.24,3,2.33,40,1196,0,0,0,0,1,0,1
54.33,45,15,17,347,1,0,0,0,0,1,1
34.64,1.33,0,33,1009,0,1,0,0,0,0,1
30,0,0,33,596,1,1,1,0,1,1,1
33.74,43.67,2.33,23,302,0,1,0,0,1,1,1
49.52,15.67,14.67,39,680,1,1,0,0,1,1,1
39.44,27,5,13,392,1,1,0,1,1,1,1
29.99,0,0,39,1177,0,1,0,0,1,0,1
15.5,0,0,40,1203,0,1,0,1,1,0,1
5,0,0,19,476,1,0,0,0,1,1,1
25.99,3.33,0,39,1181,0,1,0,0,1,0,1
51.02,3,1.33,12,357,1,1,0,0,1,1,1
38.49,1.67,0,39,1167,0,0,0,0,1,0,1
176.05,44.33,11,13,157,1,0,0,0,0,1,1
51.79,9.33,2.67,38,1149,0,1,0,1,1,0,1
29.3,0,0,13,385,1,0,0,0,1,1,1
76.23,8.67,0,10,302,1,1,0,0,1,1,1
64.18,5.67,0.33,11,326,1,0,0,0,1,1,1
58.89,0.33,0,38,1131,0,0,1,1,1,0,1
50.82,1,1,42,1274,1,1,0,0,0,0,1
97.11,32.33,13.33,26,381,1,0,0,0,0,1,1
99.06,61,4,36,1077,0,1,0,1,1,0,1
47.97,8,0,38,1141,0,1,0,0,1,0,1
15.07,0,0,40,1196,0,0,0,1,1,0,1
18.23,0,0,39,1182,0,0,0,0,1,0,1
41.99,6.33,0,52,1188,0,0,0,0,0,0,1
60.11,14.67,1.67,13,351,1,0,0,0,1,1,1
15.23,20,2.33,39,1192,0,1,0,0,1,0,1
25.02,0,0,39,1174,0,1,0,0,1,0,1
16.99,0,0,39,1182,0,1,0,0,1,0,1
30.19,2,0,34,1013,0,0,0,0,0,0,1
64.53,10.33,0.67,11,321,1,0,0,0,1,1,1
15.58,0,0,14,403,1,0,0,0,1,1,1
39.4,3.33,0,12,356,1,1,1,1,1,1,1
64.14,61.67,25.67,15,438,1,0,0,0,1,1,1
22.72,1.67,2.67,35,1038,0,0,0,0,0,0,1
15.45,5.33,0.33,39,1182,0,1,0,1,1,0,1
49.99,30.67,1.33,38,1137,0,1,0,0,1,0,1
56.28,1,0,11,325,1,1,0,1,1,1,1
166.79,66.33,8.67,26,804,0,0,0,0,0,0,1
55.24,2.33,0,11,325,1,0,0,1,1,1,1
35.99,35.67,16,37,1082,0,0,0,0,0,0,1
84.02,35.33,9,42,1253,1,0,0,0,0,0,1
59.99,0,0,36,1099,0,1,0,0,1,0,1
30,19.33,0.67,34,1010,0,0,0,0,0,0,1
89.84,14.33,10,19,297,1,0,0,0,0,1,1
21.36,3,1.67,39,1177,0,1,0,1,1,0,1
88.48,19,0.33,31,914,0,0,0,0,0,0,1
17.64,1,0.33,39,1176,0,1,0,0,1,0,1
30.26,1,0,37,1140,0,1,0,1,1,0,1
22.96,0.67,0,34,493,1,0,0,0,0,1,1
169.12,10.33,0,22,312,1,0,0,1,1,1,1
33.57,72,20.67,16,460,1,1,1,0,1,1,1
22.44,0,0,38,1158,0,1,0,0,1,0,1
56.9,10.33,0,37,1110,0,1,0,0,1,0,1
40.14,1.33,2,37,1134,0,0,0,0,1,0,1
35.98,8,4,13,375,1,0,0,0,1,1,1
31.25,4,0,37,1137,0,0,0,0,1,0,1
33.49,1.67,0.67,33,992,0,0,0,0,0,0,1
10,0,0,39,1180,0,1,0,0,1,0,1
17.15,0,0,39,1172,0,1,0,1,1,0,1
29.99,7.33,0,39,1158,0,1,0,0,1,0,1
99.37,17,2.33,35,1048,0,0,0,0,1,0,1
35.88,3.67,1,23,365,1,0,0,0,0,1,1
21.98,0,0,38,1156,0,1,0,1,1,0,1
29.25,2.67,0,38,1148,0,0,0,0,1,0,1
79.52,33.33,22.67,31,466,1,0,0,0,0,1,1
30,0.33,0,33,992,0,0,0,0,0,0,1
34.43,18.67,0.33,37,1132,0,0,0,0,1,0,1
62.51,7,2.67,11,318,1,1,1,0,1,1,1
121.88,33,0,8,214,1,0,0,1,1,1,1
10,0,0,13,386,1,0,0,0,1,1,1
50.44,13,3,11,330,1,1,1,1,1,1,1
25.23,0,0,38,1148,0,0,1,0,1,0,1
81.77,0,0,9,265,1,1,0,0,1,1,1
35.75,1.67,0,37,1126,0,1,0,1,1,0,1
28.49,15.33,3.67,38,1155,0,1,0,0,1,0,1
26.98,1,0,37,1135,0,0,0,0,1,0,1
54.21,23.67,2,11,321,1,0,0,0,1,1,1
76.98,29.67,5.67,32,943,0,0,0,0,0,0,1
30.24,2.33,0,33,987,0,0,0,0,0,0,1
36.31,2.33,0,11,334,1,0,0,0,1,1,1
30.04,0.33,0,32,976,0,0,0,0,0,0,1
28.74,3.67,0,12,352,1,0,0,0,1,1,1
32.15,0.33,0,32,973,0,0,0,0,0,0,1
95.09,41,29.33,12,367,1,1,0,0,1,1,1
33.76,0.67,0,42,1266,1,0,0,0,0,0,1
16.63,0.67,0,39,1163,0,1,0,1,1,0,1
7.11,0,0,13,383,1,1,0,0,1,1,1
51.3,16.33,0.33,10,304,1,0,0,0,1,1,1
32.64,25,5.33,44,498,0,0,0,0,1,1,1
37.34,15.33,0,37,1118,0,0,0,0,1,0,1
64.95,107,13,12,347,1,0,0,0,1,1,1
65.16,4.33,1,35,1069,0,0,0,0,1,0,1
31.6,2,0.67,37,1125,0,1,0,0,1,0,1
93.05,15.67,8,13,208,1,0,0,0,0,1,1
30.24,1.33,0,32,969,0,1,0,0,0,0,1
40.43,7.67,0,11,322,1,1,0,1,1,1,1
35.31,1.33,0.67,32,965,0,0,0,0,0,0,1
38.54,29,0,31,949,0,0,0,0,0,0,1
38.12,1,0,11,324,1,1,0,0,1,1,1
86.31,90.33,23,7,197,1,1,0,0,0,1,1
161.18,15,0,30,907,0,0,1,0,1,0,1
53.11,1,0.33,37,1097,0,0,1,0,1,0,1
5,0,0,38,1158,0,1,0,1,1,0,1
15.05,0.67,1,57,1347,0,1,0,1,1,0,1
100.43,27.67,8,26,330,1,0,0,0,0,1,1
102.79,1.67,0.33,37,418,1,0,0,0,0,1,1
139.67,142.67,33.67,18,385,1,0,0,0,1,1,1
69.16,31,7.67,14,341,1,0,0,0,1,1,1
32.88,0.33,0,37,1115,0,1,0,0,1,0,1
22,3.33,0,51,1465,1,0,1,1,1,0,1
31.7,9.33,1.33,37,1120,0,0,1,1,1,0,1
30.26,0.67,0,36,1107,0,1,0,0,1,0,1
81.77,5.67,1.67,29,880,0,0,0,0,0,0,1
50.25,0,0,35,1074,0,1,0,0,1,0,1
29.99,0,0,32,962,0,0,0,0,0,0,1
172.63,33.33,0.67,25,736,0,0,0,0,0,0,1
97.79,87,10.67,20,378,1,0,0,0,1,1,1
60.02,28.67,0,36,1073,0,1,0,0,1,0,1
19.79,2,0,7,191,1,0,0,0,0,1,1
57.01,12.67,0,43,1147,0,0,0,0,1,0,1
29.99,3.33,0,37,1114,0,1,1,1,1,0,1
25.29,0,0,37,1119,0,0,0,0,1,0,1
9.91,0,0,7,201,1,0,0,0,0,1,1
63.56,0,0,29,891,0,0,0,0,0,0,1
21.66,0,0,12,342,1,1,0,0,1,1,1
36.5,21.67,4,11,327,1,0,0,0,1,1,1
37.06,4.67,0,11,314,1,0,0,0,1,1,1
22.49,0,0,44,376,0,0,0,0,0,1,1
23.25,0,0,10,318,1,1,0,1,1,1,1
79,30,4.33,35,1050,0,0,0,0,1,0,1
233.2,80.33,22.33,25,312,1,0,0,0,1,1,1
30.59,9.33,0,36,1099,0,0,0,0,1,0,1
16.99,0,0,37,1123,0,1,1,1,1,0,1
35.09,54.33,17.33,13,386,1,0,0,0,1,1,1
51.25,15,9.67,34,459,1,0,0,0,0,1,1
55.29,0.33,0,36,1068,0,1,0,1,1,0,1
19.99,0,0,13,347,1,1,0,0,1,1,1
45.94,11.33,0,31,923,0,0,0,0,0,0,1
49.99,14.33,0,30,908,0,0,0,0,0,0,1
575.75,21.67,0,15,373,1,0,0,0,0,0,1
21.11,0,0,37,1114,0,1,0,1,1,0,1
39.12,8.33,2,11,310,1,1,0,0,1,1,1
36.48,29,8.33,11,332,1,0,0,0,1,1,1
29.99,8,0,36,1093,0,1,0,0,1,0,1
20.65,5.67,0,37,1113,0,0,0,0,1,0,1
74.6,15,3.33,34,1033,0,0,0,0,1,0,1
131.94,67.67,12.67,36,396,1,0,0,0,0,1,1
59.66,88,14.67,21,325,1,0,0,0,0,1,1
10.04,0,0,11,333,1,0,0,0,1,1,1
87.22,20.33,2.33,13,173,1,0,0,0,0,1,1
101.68,2.33,0,11,232,1,1,0,0,1,1,1
16.99,0,0,37,1114,0,1,0,0,1,0,1
19.4,0.67,0,37,1111,0,0,0,0,1,0,1
30.25,0,0,41,1231,1,0,0,0,0,0,1
35.55,5,0.67,36,1085,0,1,0,0,1,0,1
35.79,1,1,37,1096,0,0,0,0,1,0,1
22.46,1.67,0,37,1107,0,0,0,0,1,0,1
30.31,0.33,0,36,1088,0,0,0,1,1,0,1
19.03,0,0,37,1110,0,1,0,0,1,0,1
29.99,0,0,17,370,1,1,0,0,1,1,1
53.49,3.33,0,30,897,0,0,0,0,0,0,1
140.97,48.33,7.33,25,772,0,0,0,0,0,0,1
46.78,6.67,0.33,30,905,0,0,0,0,0,0,1
26.76,1.33,0.33,37,1102,0,1,0,1,1,0,1
30.08,0.33,0,36,1087,0,0,0,0,1,0,1
15.14,0.33,0,37,1112,0,0,0,0,1,0,1
29.99,0,0,35,1075,0,1,1,1,1,0,1
64.9,47,100.67,18,543,1,0,0,0,0,1,1
34.02,5.67,8.33,25,278,0,1,0,0,1,1,1
31.27,15,1.67,35,1078,0,1,0,0,1,0,1
24.15,0,0,30,926,0,0,0,0,0,0,1
33.25,0,0,36,1081,0,0,0,0,1,0,1
70.97,15,12,31,401,1,0,0,0,0,1,1
25.75,0,0,10,298,1,1,0,0,1,1,1
30.51,4,2,31,934,0,0,0,0,0,0,1
31.85,0,0,36,1081,0,1,0,0,1,0,1
59.99,4.67,0,30,885,0,1,0,0,0,0,1
30.37,4.67,0.33,36,1083,0,1,0,1,1,0,1
42.87,5.33,0.33,35,1059,0,0,0,0,1,0,1
36.31,0,0,17,357,1,1,1,1,1,1,1
67.17,9.67,2.33,16,217,1,0,0,0,0,1,1
35.15,4,0,20,388,1,0,0,0,1,1,1
76.86,3.33,0,33,998,0,0,0,0,1,0,1
34.99,0.67,0,31,920,0,0,0,0,0,0,1
30,2.67,0,36,1080,0,1,0,1,1,0,1
22.83,1,0,35,1077,0,0,0,0,1,0,1
75.37,3,0,33,999,0,1,0,0,1,0,1
55.72,36,1.67,13,194,1,0,0,0,0,1,1
158.49,10,10,34,1039,1,0,0,0,0,0,1
20.45,0,0,36,1089,0,0,0,0,1,0,1
72.75,99.33,31.33,13,368,1,1,0,0,1,1,1
29.99,22.33,11,22,446,1,0,0,0,1,1,1
15.57,27.33,0,11,314,1,1,0,1,1,1,1
31.2,4.67,0.67,35,1068,0,0,0,0,1,0,1
32.78,13.67,3.33,31,930,0,0,0,0,0,0,1
30,0,0,36,1077,0,1,0,0,1,0,1
18.74,0,0,42,1151,0,1,0,0,1,0,1
26.64,5,3,31,934,0,0,0,0,0,0,1
51.66,0,0,44,1328,1,0,1,1,1,0,1
26.16,1.67,2.67,36,1087,0,0,0,0,1,0,1
16.88,0,0.33,37,1100,0,1,0,0,1,0,1
21.03,0,0.67,36,1086,0,1,0,0,1,0,1
52.15,0,0,17,331,1,0,0,0,1,1,1
34.99,7,0,35,1057,0,0,0,0,1,0,1
38.73,46.67,29.33,13,392,1,1,0,0,1,1,1
24.99,0,0,37,1087,0,1,0,0,1,0,1
96.73,5,2.67,36,1005,0,0,0,0,1,0,1
17.15,0.33,0,35,1073,0,0,0,1,1,0,1
51.49,15.33,0.33,34,1026,0,1,0,0,1,0,1
106.44,10.33,0,31,934,0,1,0,1,1,0,1
5,0,0,31,941,0,0,0,0,0,0,1
17.15,0.67,0,35,1072,0,0,0,0,1,0,1
51.54,8,3.33,29,879,0,0,0,0,0,0,1
31.92,11.67,2.67,31,919,0,1,0,0,0,0,1
51.08,5.33,0,29,869,0,0,0,0,0,0,1
53.86,3.67,0.33,33,1011,0,1,1,0,1,0,1
45.18,9,3.67,35,1051,0,0,0,0,1,0,1
61.25,25.67,8.67,35,1048,0,1,1,0,1,0,1
50.45,0.33,0,34,1023,0,0,0,0,1,0,1
62.55,8,0,33,998,0,0,1,1,1,0,1
102.22,33,9.67,15,174,1,0,0,0,0,1,1
35.01,5.33,0.33,23,404,1,1,1,0,1,1,1
52.95,23.67,11,35,1062,0,0,0,0,1,0,1
29.99,9.67,0,35,1053,0,0,0,0,1,0,1
73.73,13.67,8.67,19,345,1,1,0,0,1,1,1
30.26,10.67,1,34,1045,0,1,0,1,1,0,1
39.12,27.33,3,30,897,0,0,0,0,0,0,1
78.04,84.67,39.33,36,609,1,0,0,0,1,1,1
49.71,1.67,0,34,1020,0,1,0,0,1,0,1
93.63,17,6.67,7,191,1,1,0,0,1,1,1
70.06,8,0.33,38,1129,1,0,0,0,0,0,1
23.7,0,0,9,266,1,0,0,0,1,1,1
112.32,139.33,17.33,9,119,1,0,0,0,0,1,1
28.36,12.33,0.67,23,407,1,0,0,0,1,1,1
28.29,0.33,0.33,35,1051,0,1,0,0,1,0,1
30,21.33,10,37,1099,0,1,0,0,1,0,1
24.52,0,0,34,1043,0,1,0,0,1,0,1
130.61,30.33,6.33,30,905,0,1,0,0,1,0,1
18.99,0,0,15,228,1,0,0,0,0,1,1
4.93,0,0,10,294,1,0,0,0,1,1,1
34.99,6,1,35,1044,0,0,0,0,1,0,1
5,0,0,31,929,0,0,0,0,0,0,1
83.15,120.67,44.67,13,375,1,0,0,1,1,1,1
31.57,0,0,35,1044,0,0,0,0,1,0,1
95.81,31,2.33,31,939,0,0,0,0,1,0,1
17.15,0,0,35,1059,0,0,0,0,1,0,1
208.23,52.67,12.33,14,150,1,0,0,0,1,1,1
156.69,30,1,26,193,1,0,0,0,0,1,1
45.37,47.67,11,28,467,1,0,0,0,1,1,1
80.89,8.67,0,31,322,1,0,0,0,0,1,1
30,9,0,34,1032,0,1,0,0,1,0,1
41.31,8.67,0,43,1306,1,1,0,1,1,0,1
49.99,0,0,34,1010,0,0,0,0,1,0,1
28,0,0,35,1044,0,1,0,0,1,0,1
34.99,16.67,3,14,307,1,1,0,1,1,1,1
45.52,1.33,0,33,1004,0,1,0,1,1,0,1
35.85,8.67,0.67,31,893,0,0,0,0,0,0,1
40.44,21,4,12,90,0,0,0,0,1,1,1
30.05,10.33,0.33,34,1032,0,0,0,0,1,0,1
66.43,26.33,3,27,825,0,0,0,0,0,0,1
61.54,31.67,10,19,247,1,0,0,0,0,1,1
52.14,20,7.33,34,1028,0,1,0,1,1,0,1
38.49,18,4.33,35,1044,0,0,0,0,1,0,1
31.97,43.33,4.67,35,1052,0,1,0,0,1,0,1
83,8.67,1,26,789,0,0,0,0,0,0,1
50.5,26.33,11.33,30,897,0,0,0,0,0,0,1
36.45,19,2,34,1028,0,1,0,1,1,0,1
24.34,9.67,0,14,307,1,0,0,0,1,1,1
30.44,10.67,9,35,1066,0,1,0,0,1,0,1
7.5,11,2.67,11,302,1,1,0,1,1,1,1
96.11,15.67,2,30,921,0,1,0,0,1,0,1
121.58,22.33,0,30,887,0,1,0,0,1,0,1
30.5,1.67,0.67,35,1040,0,1,0,0,1,0,1
64.37,52,2.67,14,167,1,0,0,0,0,1,1
30,9.67,1,34,1030,0,1,0,0,1,0,1
76.48,26,6.67,29,321,1,0,0,0,0,1,1
33.72,1,0.33,29,869,0,0,0,0,0,0,1
62.6,4.67,1,42,1270,1,0,0,0,1,0,1
51.49,12.67,0,37,931,0,0,0,0,0,0,1
30.41,2,0.33,15,206,1,0,0,0,0,1,1
50.66,13,8,22,278,1,0,0,0,0,1,1
25.71,1.33,0.33,29,875,0,1,0,0,0,0,1
51.1,0.67,0,32,980,0,1,0,1,1,0,1
24.54,66,35.33,14,409,1,0,0,0,1,1,1
20.24,0,0,34,1034,0,0,0,0,1,0,1
167.8,95,4,11,126,1,1,0,0,1,1,1
50,5,0.67,38,1135,1,0,0,0,0,0,1
17.07,0,0,39,1179,1,1,0,0,0,0,1
103.89,13,8.67,23,333,1,0,0,0,1,1,1
32.55,0,0,34,1019,0,0,0,0,1,0,1
57.56,24,8,14,288,1,0,0,0,1,1,1
55.1,10,0,27,819,0,0,0,0,0,0,1
63.72,12.67,1,32,967,0,0,0,0,1,0,1
59.31,0.67,0,33,979,0,0,0,0,1,0,1
33.81,15,0.67,34,1019,0,0,0,1,1,0,1
27.55,0,0.33,7,224,1,1,0,1,1,1,1
100.69,49,6,26,776,0,0,0,0,0,0,1
102.12,0,0,29,890,0,0,0,0,1,0,1
70.49,14,1,31,948,0,0,0,0,1,0,1
53.99,17,13.67,11,276,1,1,0,0,1,1,1
36.5,0.33,0,41,1085,0,0,0,0,1,0,1
30.4,0.67,0,44,1315,1,1,0,0,1,0,1
20.23,31.67,20,31,435,1,1,0,0,0,1,1
45,36.33,9.67,35,1041,0,0,0,0,1,0,1
75.29,65.67,18,27,429,1,0,0,0,1,1,1
58.04,20,1.33,27,815,0,0,0,0,0,0,1
30.27,0,0,37,1138,1,1,0,0,0,0,1
55.56,15,1.33,27,817,0,0,0,0,0,0,1
442.97,40,2.67,16,478,1,0,0,0,0,0,1
53.67,0,0,18,303,1,0,0,0,1,1,1
76.31,20.67,8.67,32,970,0,1,0,0,1,0,1
80.71,8.67,1.33,30,922,0,1,0,1,1,0,1
196.29,25,26.33,18,124,1,0,0,0,0,1,1
42.85,19.67,4.33,33,1003,0,1,1,1,1,0,1
63.38,6.33,1,32,960,0,0,0,0,1,0,1
33.61,2.33,0,28,845,0,0,0,0,0,0,1
99.45,78,69.33,14,421,1,1,0,0,1,1,1
84.65,29,0.67,30,394,1,1,0,0,1,1,1
42.49,0.33,0,33,989,0,1,0,1,1,0,1
44.42,33.33,12.33,29,880,0,0,0,0,0,0,1
193.95,70.33,11,7,67,1,0,0,0,1,1,1
50.92,19.67,2.33,17,300,1,0,1,0,1,1,1
43.04,23.33,1.67,30,441,1,1,0,0,1,1,1
43.8,6,0.33,28,833,0,0,0,0,0,0,1
75,6.67,7.67,36,1097,1,1,0,0,0,0,1
64.68,17,4,27,810,0,0,0,0,0,0,1
34.99,113.67,62.67,11,334,1,0,0,0,0,1,1
40.22,16.33,1,18,213,1,0,0,0,0,1,1
35.08,6.33,0,32,984,0,1,0,0,1,0,1
30.74,4.33,0.33,33,1000,0,1,0,1,1,0,1
10.2,5.67,1,35,1045,0,0,0,0,1,0,1
51.62,31.33,7,27,832,0,0,0,0,0,0,1
22.49,1.67,0,15,197,1,0,0,0,0,1,1
39.41,1.33,6,34,1017,0,1,0,0,1,0,1
34.01,0,0,33,994,0,1,0,0,1,0,1
50,34.33,0,33,976,0,0,0,0,1,0,1
33.61,4.67,0,38,1136,1,0,0,0,0,0,1
16.99,0,0,34,1022,0,1,0,1,1,0,1
54.85,0,0,23,346,1,0,0,0,1,1,1
50.47,21.33,4,11,238,1,0,0,0,1,1,1
127.28,21,7.67,24,300,1,1,0,0,1,1,1
48.72,1.33,0,37,1108,1,0,0,0,0,0,1
34.99,5.67,0,33,991,0,0,0,0,1,0,1
127.89,31.33,7.33,29,870,0,0,0,1,1,0,1
34.59,0,0,14,273,1,0,0,0,1,1,1
29.49,0,0,43,1293,1,1,0,0,1,0,1
30.25,0.67,0,33,994,0,1,1,0,1,0,1
34.99,1.67,0,12,250,1,1,0,1,1,1,1
94.98,24.67,9.33,31,930,0,1,0,0,1,0,1
76.21,27.33,1,34,956,0,0,0,0,1,0,1
51.03,21,2,33,976,0,0,1,1,1,0,1
21.8,16,0,29,857,0,0,0,0,0,0,1
65.75,9.67,4.33,32,956,0,0,0,0,1,0,1
11.25,0,0,29,868,0,0,0,0,0,0,1
33.25,7,1,32,460,1,1,0,0,1,1,1
36.2,0,0,22,247,1,0,0,0,0,1,1
16.99,0,0,33,1005,0,1,0,1,1,0,1
30.24,5.33,0,32,980,0,0,0,0,1,0,1
193.49,40.67,22.67,22,144,1,0,0,0,0,1,1
184.62,51,11,33,335,1,0,0,0,1,1,1
223.24,94.67,4.33,15,86,1,1,0,1,1,1,1
43.56,70.67,19.33,14,214,1,0,0,0,0,1,1
36.96,27,12.67,29,877,0,0,0,0,0,0,1
41.12,13.67,6,32,986,0,0,0,0,1,0,1
23.27,13,1,29,856,0,0,0,0,0,0,1
25.49,4,0,34,1005,0,0,0,0,1,0,1
151.58,0.67,0,16,57,1,1,0,0,0,1,1
10,0,0,34,1021,0,1,0,0,1,0,1
172.03,20.67,0.67,13,5,1,0,0,0,0,1,1
37.5,2.33,0,37,1112,1,0,0,0,0,0,1
58.22,5,0.67,32,949,0,0,0,1,1,0,1
57.52,26,1.33,27,797,0,0,0,0,0,0,1
36.22,43.67,10,29,449,1,0,0,0,1,1,1
73.76,19.67,2,21,300,1,1,0,0,1,1,1
50.71,5,1.33,35,1079,1,0,0,0,0,0,1
53.44,0,0,31,940,0,1,0,0,1,0,1
25.44,4.33,0,33,991,0,0,0,0,1,0,1
69.24,28.33,1.33,12,106,1,0,0,0,0,1,1
60.52,24.67,14.33,34,383,1,1,0,0,0,1,1
44.11,2.67,0.33,32,961,0,1,0,0,1,0,1
37.73,0,0,19,311,1,0,0,0,1,1,1
24.99,0,0,33,990,0,0,0,0,1,0,1
59.22,3.33,0.67,31,934,0,1,0,1,1,0,1
214.72,63.67,16.67,8,54,1,1,0,0,1,1,1
50.5,10.33,5.33,33,978,0,1,0,1,1,0,1
31.29,10.67,0,6,182,1,0,0,0,1,1,1
32.13,12.33,1,32,974,0,1,0,0,1,0,1
24.99,0,0,33,989,0,0,0,0,1,0,1
5,0,0,33,490,1,1,0,1,1,1,1
29.99,1,0,32,973,0,1,0,1,1,0,1
26.24,19.67,4.33,8,220,1,0,0,0,1,1,1
29.99,1,0,32,972,0,0,0,1,1,0,1
29.99,0.67,0,32,972,0,0,0,0,1,0,1
42.74,0,0,32,958,0,1,0,0,1,0,1
73.56,31.67,3,13,113,1,0,0,0,0,1,1
74.19,6,2.33,11,89,1,0,0,0,0,1,1
36.88,0,0,31,953,0,1,0,0,1,0,1
24.99,2.33,0,32,976,0,1,1,0,1,0,1
114.65,27.67,3,23,690,0,0,0,0,0,0,1
5.05,0,0,28,852,0,0,0,0,0,0,1
77.5,53.67,38,35,1064,0,1,0,0,1,0,1
30.24,4.33,0,32,968,0,1,0,1,1,0,1
30.18,1.67,5,28,839,0,0,0,0,0,0,1
29.99,1.33,0.67,32,970,0,1,0,0,1,0,1
76.73,67.33,40,47,1194,0,0,0,0,1,0,1
94.5,52,7.33,13,202,1,0,0,0,1,1,1
52.12,17,3.33,33,340,1,0,0,0,0,1,1
30.21,0,0,29,415,1,1,1,0,1,1,1
49.41,16,1.67,31,940,0,0,0,0,1,0,1
60.49,16,0,26,768,0,0,0,0,0,0,1
31.22,4.33,0,33,974,0,0,0,0,1,0,1
39.99,5.33,0,26,789,0,0,0,0,0,0,1
115.37,15.67,0.67,35,802,0,0,0,0,0,0,1
16.99,0,0.33,33,990,0,0,0,1,1,0,1
35.49,8,0,22,334,1,0,0,0,1,1,1
42.04,4.33,0,36,1083,1,0,0,0,0,0,1
60.73,15.67,5.33,26,782,0,0,0,0,0,0,1
141.36,38,10.67,37,1120,1,0,0,0,1,0,1
16.99,0,0,32,977,0,1,1,1,1,0,1
22.76,2.67,0,35,899,0,0,0,0,0,0,1
36.78,0,0,31,945,0,0,0,0,1,0,1
31.29,6,5.33,42,1274,1,1,0,1,1,0,1
32.78,3.33,1.67,32,964,0,1,0,1,1,0,1
53.85,7,0,25,760,0,0,0,0,0,0,1
80.15,26.67,0,29,875,0,1,0,0,1,0,1
29.61,0,0,32,961,0,0,0,0,1,0,1
30.13,2.67,0,32,960,0,0,0,0,1,0,1
34.99,5,0,27,800,0,0,0,0,0,0,1
30.5,1.67,0,31,949,0,0,0,0,1,0,1
42.26,10.67,0.67,14,241,1,1,0,1,1,1,1
124.24,23.33,4.67,37,1116,1,1,0,0,1,0,1
30.3,9.67,0,32,959,0,1,0,1,1,0,1
29.99,0,0,32,959,0,1,0,1,1,0,1
30.84,10.67,0,32,958,0,1,1,1,1,0,1
30.96,0,0,20,312,1,0,1,1,1,1,1
34.98,2.33,0.33,31,943,0,0,0,0,1,0,1
30,0,0,37,1100,1,0,0,0,0,0,1
40.71,5.67,4.67,17,181,1,1,0,0,0,1,1
11.54,11,2.33,28,840,0,0,0,0,0,0,1
49.48,10,0.67,30,917,0,0,0,1,1,0,1
10,0,0,24,375,1,0,0,0,1,1,1
46.62,20.33,4.33,31,941,0,1,0,1,1,0,1
21.74,25,6,13,163,1,0,0,0,0,1,1
49.99,3,0.33,31,925,0,1,0,1,1,0,1
29.99,0,0,32,956,0,1,0,0,1,0,1
35.23,0.67,0,26,785,0,0,0,1,0,0,1
30.27,1.33,0,31,945,0,0,0,0,1,0,1
26.04,8,1.33,31,953,0,1,0,0,1,0,1
29.99,0,0,32,955,0,1,0,1,1,0,1
27.76,0,0,36,1089,1,1,0,0,0,0,1
40.65,18,3.67,11,113,1,1,0,0,0,1,1
59.48,11,31,34,516,1,0,0,0,1,1,1
37.21,6,0,31,935,0,1,0,0,1,0,1
41.11,0.33,0,31,930,0,1,0,0,1,0,1
21.63,0.67,0,32,961,0,1,0,0,1,0,1
121.22,36.67,17.33,23,709,0,0,0,0,0,0,1
44.58,20.33,7,29,405,1,0,0,0,1,1,1
41.24,21.33,0.67,30,920,0,0,0,0,1,0,1
16.99,0,0,32,965,0,1,0,1,1,0,1
36.93,1.33,0,32,943,0,0,0,0,1,0,1
31.15,1.67,0.67,26,786,0,0,0,0,0,0,1
11.73,15.67,2,32,976,0,1,1,0,1,0,1
107.87,16.67,5,11,142,1,1,1,1,1,1,1
344.93,167,64.67,27,128,1,0,0,0,0,1,1
33.24,0.67,0,32,946,0,1,0,0,1,0,1
30.1,0,0,31,939,0,1,0,0,1,0,1
31.33,0.33,0,32,948,0,1,0,0,1,0,1
33.54,12.33,0,19,187,1,0,0,0,0,1,1
33.96,0,0,30,924,0,1,0,0,1,0,1
17.96,0.33,0,36,1094,1,0,0,0,0,0,1
33.82,34.67,1.67,41,1236,1,0,0,0,1,0,1
29.99,0,0,27,794,0,0,0,0,0,0,1
49.99,9.33,3.33,14,229,1,0,0,1,1,1,1
